(37738+5.755396159656812e-13j),(44620+9.521272659185342e-13j),(70438+1.3358203432289883e-12j),(74279+9.094947017729282e-13j)
(0.5550633716471935+33.369075620952266j),(-16.10991526063973+26.207548810173204j),(7.596743787913413+1.130063087080913j),(-11.509226355692208-2.862631229689273j)
(-97.92891990935847+8.312120488144341j),(-88.59181019783121+22.834698898660832j),(-21.73778796748962+39.003843602362274j),(3.034076817321238-6.298592117816328j)
(-38.70818192039579-30.05621904478162j),(-62.52609602672709-21.109336333576266j),(24.318971682275695+47.06049027647817j),(28.444018908684217+34.09264194816632j)
(-51.12922851370312+57.85960183579747j),(-40.28527466120235+63.50518534187508j),(13.077976067507908+8.93292839566595j),(54.47205078531711+13.823145906107394j)
(-57.07999259713326+73.30570775608162j),(-110.76344942093381+106.5424656123085j),(38.86620176356965+43.56756383886561j),(39.68782605365273+17.623003143370404j)
(-38.825123540452+60.23516155456866j),(-61.463579054353794+69.54891768394403j),(35.99682476956404+2.8255010477242557j),(61.77431665378835+14.05296478759426j)
(-25.716330367149293+105.76930509751617j),(-22.89820255470113+133.7501395215739j),(53.99806273271299+42.97328414403012j),(90.8802608445235+6.880105819171439j)
(-31.49359648994561+99.2548540730354j),(-1.5116848773584337+106.67479028076664j),(35.39242119960678+38.78146200467588j),(74.69120606869281-7.730609661776143j)
(13.006547594039489+51.05551117937563j),(19.689668144252288+102.4991504602404j),(35.7865693621135-43.5282198516911j),(51.994216974695746-20.079871678207457j)
(36.4625405263671+88.82743617601412j),(26.97502325125612+72.58925321809548j),(47.21871094410315-3.051207039731924j),(61.479954840302675-25.057467792817647j)
(50.22200287677261+43.16038082318412j),(35.48397204327547+74.8160234108571j),(27.083553605022658-36.60871315104493j),(45.64722819584311-69.25888963920545j)
(35.46478564473106+16.040766535746243j),(38.607587558267085+62.66107349421495j),(26.24838250109483-18.272505203558563j),(49.77030857275886-49.44767462643273j)
(48.97090718089192+21.44346118829903j),(49.19622684884783+29.72418266869859j),(44.17131930071935-28.724170048468963j),(33.14899204889739-42.33277163257792j)
(33.1515628126544+32.90917543963896j),(61.555090173751054+13.116891502659886j),(8.83208711628994-8.028773470852148j),(-15.428390604745573-28.275754647401506j)
(29.12796276070407+4.711663315279845j),(35.47954021502444-20.255869793330262j),(12.941102938980448-60.508627302653146j),(-25.702867678428763-15.59184525529345j)
(3.0353325702843073-14.385561602350954j),(44.34066699164727-26.91617837135368j),(-15.020683290038756+0.2741129721055682j),(-29.310330552332793+7.074948726838192j)
(6.620860765275371-14.383194199773321j),(-17.260239045774544+4.933904206782502j),(-34.52435220543388+2.1417170091267277j),(-56.36584345222432-17.641017462903463j)
(-30.16917574275753-10.153932794797274j),(-38.822779792134114+10.000445558430824j),(-6.187120421935762-6.997039626328855j),(-5.042132224565769-35.96430878229924j)
(-27.832603314717968-25.324002910396775j),(-19.46498571555231-16.850298551154104j),(-12.876840517441538+29.02478943952036j),(4.62603906146334+13.373400924634858j)
(-20.53749278079914-3.4151087292945292j),(-32.26959892860901+0.21121492070280956j),(-16.30767348649327+29.824072122445237j),(-10.752623475682471+31.784752721091504j)
(-37.38658329209443+15.093881257200207j),(-25.04106201409062+0.21240316882632015j),(-13.77881707458504+22.935082718200974j),(30.597435641878967+13.011898580712522j)
(-47.61101594194021+30.141614861189474j),(-22.734435664093777+60.011173109383066j),(32.932181303719645+39.96893018695995j),(25.995970547499045+35.63535284127153j)
(-2.9745502224167977+40.69096355434293j),(-23.944874932322012+39.85134788398426j),(47.632821837894326+16.130547786833066j),(31.107891213118812+46.24402005865378j)
(-21.338270450809926+63.95616283820761j),(-14.350990867674923+51.6143563598971j),(33.153073812227696+9.698634816411822j),(44.38901336442538+9.619619976256109j)
(-1.597286981504995+31.191730818752294j),(8.503184981836455+63.24184523891621j),(31.685076447958572+9.492128388762062j),(66.75194945493868+5.89309711714008j)
(36.23532356487674+71.36213347703445j),(25.278061122612794+75.02109352691838j),(86.57312073684902+15.749691988315654j),(61.34241988645263-2.027620751106266j)
(-6.546462170558414+56.55214084650627j),(-12.14652348939266+67.61200005995913j),(49.985885605860325-6.682900908293691j),(44.3382679973339-1.0422717336330773j)
(9.907357101531097+20.04779744308035j),(44.55635666517046+13.969246059765922j),(15.513535915286806-2.7935183611240015j),(38.67350608700832-35.324466810814876j)
(44.76688929487938+16.619198136364574j),(35.82872623369394+44.72987968839847j),(34.548111868195576-28.557432093755757j),(19.963534035185837-33.43061443339188j)
(26.134102568043822+1.86081037659857j),(48.67463978802007+11.357097277564467j),(42.46807941335027-31.253577307241983j),(9.267996815374008-19.730570265112206j)
(17.471999201290767-7.025082272048411j),(23.661152923141508-15.000165249942848j),(-2.120893985574984-35.12136704432576j),(10.143656512082263-37.44435165413626j)
(-2.85049332580669-14.68076153035071j),(27.252411905827994-17.646866219260406j),(7.257525216704495+1.6137486115869535j),(-9.541712784595143-5.776986531612885j)
(3.9866261358120436-1.210437152655289j),(-1.0438398643136082+0.2169194807771235j),(8.39583421652271-6.4085148784248425j),(7.1402424868973915+9.14039921733561j)
(-5.854209082151314+12.39232017547463j),(-14.50636636446305+2.9379311745169003j),(-6.919330901022993-19.998644687566877j),(-36.28735593276604-4.020859064372807j)
(-19.43190408348036-1.8583560016830196j),(-33.077847781801125+22.688770218217055j),(8.849866455971995+16.683030681268008j),(18.29108781752863+8.290234727503496j)
(-29.189203686136743-0.05552565751454708j),(-26.733652557906876-3.17265502562727j),(-16.80075448075557+8.433013540510165j),(28.36890647004737+46.329554223178015j)
(-22.34823416636013-4.572013351535052j),(-34.98361765654979+6.016825512841054j),(14.082832539325592+15.502207162954162j),(3.731773977192063+43.98436498550984j)
(-21.98843400687272-4.757321134570875j),(-45.57901603617246+22.421448440934398j),(27.86244077125182+19.363869520114882j),(41.449273579911875+23.5321721066275j)
(-17.816798159632967+24.88354550306054j),(-20.456874429195363+50.88358025976844j),(11.440112757050201+10.053348687776078j),(2.38002707054504+28.86994992241215j)
(-16.182999076896177+64.64431564570752j),(-27.533554888857854+71.03094242774168j),(29.10437633703771+34.90122411129759j),(26.67933768714344+0.5930308159080422j)
(5.887823965723548+50.489250728716826j),(19.526404613579057+71.42920192002481j),(9.055545450326651+22.076737524301308j),(18.29412976260397-8.429954564327279j)
(-18.516064431122405+43.254915000245376j),(-12.238567025354318+68.86798757463448j),(27.288340040861453+26.505415381337112j),(26.325627427903+9.096028176171801j)
(9.230855187464018+34.58850645422667j),(4.504136773262854+47.09798485048899j),(39.98235123642915-3.6145822174651663j),(34.84048263148603-3.367732939108592j)
(20.88721111758592+53.168592382243595j),(24.155865911064698+64.64681186477212j),(26.527371334236012+21.928472131530857j),(27.437926705714425+13.579062131180475j)
(24.068941094101252+38.29796472580199j),(36.922490193727796+45.918223373243805j),(11.674948015659124+35.3614111405936j),(28.225663303932432+13.534391750185302j)
(5.123884732398134+27.3892311107712j),(33.14108316067389+68.12584666649133j),(38.26641867707387+8.013938188154912j),(12.992810933478445+12.468559845650287j)
(32.97846638250383-1.8171007867394842j),(45.13027164045248+41.580900834618696j),(21.23488230465516+33.751332786173954j),(41.81483603185331+26.718808903656416j)
(9.876258817772493+2.381228860995783j),(37.890027957033496+23.349690751802143j),(33.520452089042884+15.393292018885269j),(21.163997725896877-16.24343459347255j)
(7.090096512040352-5.242484652047226j),(3.837871462905114-19.237438772218916j),(16.585485277613632+6.991132378291541j),(36.81938201369881+1.3939298180540973j)
(-16.026086718356996-30.268121689169366j),(-10.011115606418635-10.52332968377647j),(10.304424354894714+0.9417676130447026j),(33.267311299607684+11.373256864091248j)
(-9.392237967909756-20.5298577362785j),(-36.7868810047631-1.194375190150467j),(1.8758614483299898+0.5470612885821114j),(28.773539801498252-22.394282290301724j)
(-32.14026865258003-6.082239176493296j),(-10.979824958027349-5.199955981876109j),(14.772362054446678+3.8239041577974637j),(33.34977402224303+46.53480380988408j)
(-32.03078189927334+13.003961629518793j),(-0.9835459370035871+18.87690467423734j),(-3.18596127021696+22.367403859849706j),(0.13242431353577766+11.514348695403909j)
(-3.5224791404512596-6.679083754521421j),(9.077487534202925+37.800453079101615j),(-0.14251641560670747+17.663816353648674j),(18.299900682935316-3.6334320094259143j)
(-3.9697543764521255+6.658400139595532j),(-24.0152731820725+42.500671311355816j),(-7.126829539526388+20.255747555577926j),(33.69505931294988+16.015206821742897j)
(-29.16782978848211+9.100581251563316j),(-43.149585300943684+9.193346836380517j),(11.778694239017902+18.11824017509101j),(38.40928797728976+22.4958622801893j)
(-8.012733674634887+18.05928146957945j),(-19.858524666429247+53.7494213927295j),(9.297600233513423+39.5841630501624j),(17.171101348880924+14.02142754322005j)
(-55.530317574600176+65.94645756068937j),(-14.723407163787252+48.342849089120804j),(-3.4900725186427595+31.35532603702176j),(25.316387020791062+8.849990198508813j)
(-6.466586231063243+40.80533792342516j),(-5.256965116731635+46.71390927540173j),(-5.386241849442543+12.163885096033692j),(38.75220876522826+33.170043876546536j)
(36.480669530032365+47.712560911123155j),(3.7775541393601166+60.529581143114285j),(23.277737280348834+56.39674365703604j),(32.257481491948326+5.856743365930857j)
(7.498028318786702+24.124639706522338j),(3.565084711606344+20.005932360968107j),(29.88694211162335+45.71341949244766j),(24.15649762064462+40.78848875399922j)
(32.34620285526102+5.900026104176282j),(28.09640192156713+48.55127026252427j),(6.392571674004545+20.036576667591945j),(5.383001334433889+39.20533534647233j)
(33.94081327691815+25.05832185658193j),(4.61761797783533+73.83761969009514j),(31.689836604137636+14.179830466463777j),(27.739198360803382+16.317886388593525j)
(35.44095008707369+3.135798193131242j),(7.607895443182189+23.9472445492507j),(11.13069996306104+32.326387176901456j),(24.297994370586295+49.675330343619095j)
(37.24338286295097+3.57381359064245j),(-8.811169979425623+24.704402136586676j),(46.811637141403786+13.33561456817241j),(15.9151291131854+30.36628733242998j)
(-1.3079023668320842+32.1732299961171j),(6.389871421052364+27.64119977343844j),(18.17593687041245+34.41868682673061j),(19.537916592205633+50.70417977045085j)
(-27.321408214757213-6.711609106989008j),(11.513411548430863+24.526933874218436j),(47.500251876297376+36.01202029472336j),(32.72945977129591+49.21156318102932j)
(-1.0654774193171666-13.064282123605425j),(-28.49475413206309+2.2716611658854484j),(32.838005926764076+28.696670606678676j),(35.73876573663061+34.461234564133065j)
(7.698603073728997+16.222308627315567j),(9.34243435304224+22.838186601919595j),(53.10348570306982+18.750148715682922j),(28.279220993341237+17.946891859812794j)
(-35.28748405303057+0.8569459772517094j),(-22.95374154539754+71.38236860532756j),(25.740246376746555+17.185467119087324j),(61.239113183782926+7.80379343846467j)
(-14.921557239832886-4.1165544067093665j),(-32.2210536241245+5.797402055635036j),(24.059445173222244-9.133292233463774j),(25.44046446198117+11.63822210865869j)
(-11.345972971812152+29.043780289021164j),(23.79038176104701+68.83243381557234j),(-6.5711319594179916+42.703313628303746j),(18.67117582847984+18.60962874222199j)
(-29.770623696609107+40.236267625321396j),(-5.469239261583347+37.87720267270804j),(-16.843160725327948+17.637662943870726j),(29.889805783573486+44.54817724473179j)
(-19.98084229073834+38.81249590226287j),(18.35878060760972+62.03227443611537j),(10.067105249106667+43.91223833227011j),(2.700521254583637+9.526813544018493j)
(-3.4095096516533414+16.754051566806098j),(4.797410871491808+43.60900250506579j),(15.540331539653067+26.84157855525145j),(18.941973947381253+44.502750189639904j)
(-16.54966718622235+34.263130454941056j),(38.08685382154444+56.20605577665562j),(-7.0624625282951285+46.79087315375642j),(-4.0088246320091265+52.92175679815891j)
(4.620757427897208+33.95071417077439j),(14.639692890703468+61.03158093381788j),(0.7930606002411453+29.326800460006474j),(12.26517070770537+37.119272814928124j)
(24.814350408581593+21.86658365272099j),(14.137111993223225-15.117410340058127j),(-14.374907059267311+33.85787767877204j),(-0.3616033382443291+53.57609005664946j)
(22.05619165297456+63.69607270063488j),(-5.428202120493829+86.16173638719599j),(9.966261587983553+81.48619902243608j),(22.70062186415641+49.29644129704012j)
(8.97910014966174+20.5011375232278j),(1.8554800317468843+45.85137862807735j),(38.31220848817742+74.8204693713141j),(26.687367662552283+61.88935769548068j)
(10.50610323547669+28.67748949555704j),(-4.9404184961849325+43.44530936366195j),(19.189578482577097+66.54293854899258j),(24.360294299929365+71.48207524786824j)
(17.5696704169746+58.86414468734917j),(12.689734800361911+55.98257336632675j),(46.09425116183263+60.24766144762504j),(40.915884958896825+81.90303955529455j)
(33.89417273535993+56.032119421134695j),(-18.231323037270975+80.84218792821991j),(41.107321272281354+74.82329545075947j),(19.947605571682935+96.35282075264426j)
(7.603223089554845+33.819829678718506j),(-6.799566991647536+71.75663787098021j),(4.240040833430514+97.6724303232321j),(27.561015033635712+79.8667187200387j)
(-3.6721033972428083+53.26328327417571j),(-24.748593214691528+94.08275147277492j),(21.95841012423704+81.24359200266403j),(36.92030088432827+92.68501725373254j)
(-20.905019153713162+39.26960969031102j),(-26.557913583069475+115.39785514958037j),(8.891680784432594+86.79316903431314j),(37.1350083621866+105.81183204895417j)
(-0.0053539093863221865+45.31796520937111j),(-3.4186170948668178+100.8443784077464j),(25.887997110192572+92.5518374050538j),(57.67789650649401+68.32572286338934j)
(-7.817465368098521+59.92515932911299j),(-19.171698471150464+119.60771145104195j),(3.790210597396378+86.98597849878641j),(55.612272047468586+106.07551585961376j)
(-3.776649589195104+70.95154380577469j),(-9.833415518187554+122.63848653674658j),(14.372505075249826+93.6621552487847j),(53.77982592594611+141.11330573474996j)
(6.823664591796409+82.02210577385051j),(8.647746229314732+168.2842676615798j),(20.35934898919126+114.65821248896876j),(41.767928706522625+132.92401460199142j)
(-22.124070088971074+113.71950978623316j),(56.72391398653217+161.25398098349388j),(14.29884711692635+158.03473415274152j),(23.04414055061601+162.53939119079152j)
(-14.54112247734389+107.75365739210571j),(59.13472641606663+177.3910491787395j),(5.110361257871077+169.22751371141698j),(16.29303689218684+187.50843162951074j)
(-34.52701322706082+117.29005631587346j),(45.9466841058252+188.63851686451525j),(32.91421381217258+211.3724304878138j),(47.22403067178226+246.8580353045893j)
(8.804121763253875+173.75265367563352j),(83.50279974819581+270.5064138246735j),(14.208008545257073+244.85619954519302j),(32.17487383140667+293.25394897925594j)
(-60.94375167886848+262.0962953951518j),(-30.290968287096206+319.0771156709205j),(25.448360219295836+426.11211726726975j),(6.425373774885344+483.99621738867677j)
(-26.270724286741796+401.59893431825134j),(124.4321099325322+534.8502204031956j),(-18.909558228729452+635.7208215922631j),(1.656919515348136+694.5589251017834j)
(-147.48474038233928+1188.80909090891j),(-233.0205486505862+1440.3240997452956j),(173.26531601584418+1921.395394819771j),(151.35815749806272+2147.9919254750207j)
(-147.48474038233917-1188.8090909089087j),(-233.02054865058778-1440.3240997452945j),(173.26531601584463-1921.3953948197702j),(151.35815749806181-2147.9919254750203j)
(-26.270724286742364-401.59893431825j),(124.43210993253035-534.8502204031934j),(-18.909558228729395-635.7208215922624j),(1.6569195153468854-694.5589251017818j)
(-60.9437516788703-262.0962953951534j),(-30.29096828709811-319.0771156709218j),(25.44836021929291-426.1121172672707j),(6.425373774882445-483.99621738867734j)
(8.804121763254443-173.75265367563404j),(83.50279974819595-270.5064138246755j),(14.20800854525939-244.8561995451946j),(32.1748738314071-293.2539489792599j)
(-34.52701322706102-117.29005631587285j),(45.94668410582478-188.63851686451545j),(32.914213812171596-211.3724304878143j),(47.22403067178166-246.85803530459054j)
(-14.541122477342007-107.75365739210537j),(59.13472641606657-177.39104917873908j),(5.110361257871041-169.22751371141732j),(16.293036892189164-187.5084316295129j)
(-22.12407008897062-113.71950978623181j),(56.723913986531784-161.25398098349288j),(14.298847116924502-158.03473415274j),(23.0441405506154-162.53939119078984j)
(6.823664591796133-82.0221057738501j),(8.647746229313638-168.28426766157958j),(20.359348989190504-114.65821248896826j),(41.767928706523726-132.92401460199142j)
(-3.7766495891943617-70.95154380577372j),(-9.833415518187481-122.63848653674557j),(14.372505075248753-93.66215524878429j),(53.7798259259475-141.11330573474893j)
(-7.817465368098965-59.92515932911294j),(-19.171698471151885-119.60771145104233j),(3.790210597393468-86.98597849878752j),(55.61227204746711-106.07551585961372j)
(-0.005353909386847988-45.31796520936882j),(-3.4186170948681536-100.84437840774464j),(25.887997110188742-92.55183740505272j),(57.67789650649191-68.32572286338862j)
(-20.905019153714925-39.269609690313175j),(-26.557913583069663-115.39785514958082j),(8.891680784432673-86.79316903430774j),(37.13500836218705-105.81183204895115j)
(-3.6721033972422052-53.263283274175265j),(-24.74859321468993-94.08275147277476j),(21.958410124235776-81.24359200266551j),(36.92030088432705-92.68501725373116j)
(7.603223089554284-33.819829678719344j),(-6.799566991646159-71.75663787098156j),(4.240040833430777-97.67243032323553j),(27.56101503363653-79.86671872004054j)
(33.894172735360016-56.03211942113521j),(-18.231323037269718-80.84218792822043j),(41.10732127228299-74.82329545075967j),(19.947605571685123-96.3528207526453j)
(17.569670416973263-58.864144687348556j),(12.689734800360704-55.98257336632602j),(46.0942511618302-60.24766144762636j),(40.91588495889599-81.90303955529478j)
(10.506103235476374-28.677489495557122j),(-4.94041849618642-43.44530936366361j),(19.189578482576465-66.54293854899527j),(24.360294299927922-71.4820752478703j)
(8.97910014966035-20.501137523226994j),(1.8554800317470832-45.851378628076574j),(38.312208488179365-74.82046937131182j),(26.687367662554244-61.889357695482474j)
(22.05619165297313-63.69607270063293j),(-5.4282021204944115-86.16173638719442j),(9.966261587981663-81.48619902243391j),(22.70062186415672-49.29644129704144j)
(24.81435040858073-21.866583652722436j),(14.137111993222195+15.11741034005745j),(-14.374907059268974-33.85787767877267j),(-0.3616033382445174-53.5760900566496j)
(4.620757427898118-33.95071417077498j),(14.639692890705007-61.031580933819846j),(0.7930606002429181-29.326800460008307j),(12.265170707708753-37.11927281492893j)
(-16.54966718622216-34.263130454940644j),(38.086853821546136-56.206055776655575j),(-7.062462528293995-46.790873153756024j),(-4.008824632007293-52.92175679815979j)
(-3.409509651652461-16.754051566806428j),(4.797410871492609-43.60900250506625j),(15.540331539654122-26.8415785552532j),(18.94197394738226-44.50275018964036j)
(-19.98084229073978-38.812495902263066j),(18.358780607608562-62.03227443611385j),(10.067105249104173-43.91223833226897j),(2.700521254582397-9.52681354401778j)
(-29.770623696609675-40.23626762532146j),(-5.469239261583713-37.87720267270822j),(-16.843160725327152-17.637662943869838j),(29.88980578357087-44.5481772447305j)
(-11.345972971812337-29.043780289020965j),(23.790381761046046-68.83243381557213j),(-6.571131959417116-42.70331362830634j),(18.671175828481854-18.60962874222087j)
(-14.921557239831763+4.1165544067095j),(-32.22105362412248-5.797402055634404j),(24.059445173225374+9.133292233464097j),(25.440464461982486-11.638222108658379j)
(-35.287484053030575-0.8569459772522316j),(-22.953741545397655-71.38236860532784j),(25.740246376744423-17.185467119089978j),(61.23911318378319-7.803793438467544j)
(7.6986030737292195-16.222308627314664j),(9.342434353042364-22.83818660191777j),(53.103485703070746-18.750148715680954j),(28.279220993340427-17.946891859811608j)
(-1.0654774193166543+13.06428212360583j),(-28.494754132063388-2.27166116588746j),(32.83800592676438-28.696670606678058j),(35.73876573663402-34.46123456413263j)
(-27.321408214757298+6.711609106987288j),(11.513411548431474-24.526933874219615j),(47.50025187630024-36.01202029472131j),(32.72945977130117-49.21156318102753j)
(-1.3079023668327965-32.17322999611728j),(6.389871421049911-27.641199773437826j),(18.175936870411793-34.41868682673197j),(19.53791659220481-50.704179770448604j)
(37.2433828629507-3.5738135906418886j),(-8.811169979425689-24.704402136585838j),(46.81163714140329-13.335614568169841j),(15.91512911318362-30.366287332427937j)
(35.44095008707285-3.13579819313105j),(7.607895443181588-23.947244549249426j),(11.130699963058417-32.326387176900006j),(24.297994370583577-49.67533034361911j)
(33.940813276918846-25.058321856582136j),(4.617617977834365-73.8376196900949j),(31.689836604137145-14.17983046646221j),(27.739198360801986-16.317886388592154j)
(32.3462028552632-5.90002610417611j),(28.09640192156757-48.55127026252358j),(6.392571674004391-20.036576667593245j),(5.383001334433775-39.205335346472864j)
(7.498028318787263-24.124639706521435j),(3.565084711607251-20.005932360966877j),(29.886942111626226-45.71341949244511j),(24.15649762064453-40.788488753998166j)
(36.480669530032344-47.712560911122814j),(3.7775541393606495-60.52958114311553j),(23.277737280348855-56.396743657036446j),(32.25748149194791-5.856743365930763j)
(-6.466586231064433-40.805337923425085j),(-5.256965116733305-46.71390927540038j),(-5.386241849444647-12.163885096032802j),(38.75220876522763-33.170043876545904j)
(-55.530317574601625-65.94645756068896j),(-14.723407163788856-48.342849089120044j),(-3.49007251864696-31.35532603701938j),(25.316387020789612-8.849990198505875j)
(-8.012733674635403-18.059281469581055j),(-19.85852466642877-53.74942139272976j),(9.297600233513077-39.58416305016332j),(17.17110134887968-14.021427543221323j)
(-29.167829788482948-9.10058125156402j),(-43.14958530094404-9.19334683638014j),(11.77869423901725-18.118240175090662j),(38.40928797728826-22.49586228018657j)
(-3.9697543764531606-6.658400139597084j),(-24.01527318207253-42.50067131135801j),(-7.126829539528819-20.255747555581138j),(33.69505931294872-16.015206821745092j)
(-3.52247914045268+6.679083754520552j),(9.077487534201975-37.80045307910261j),(-0.1425164156082398-17.66381635364926j),(18.29990068293483+3.633432009425269j)
(-32.03078189927272-13.003961629517466j),(-0.9835459370023631-18.876904674235096j),(-3.1859612702161924-22.36740385984595j),(0.13242431353510886-11.51434869540199j)
(-32.1402686525802+6.082239176492992j),(-10.979824958027006+5.199955981876956j),(14.772362054446527-3.8239041577978794j),(33.34977402224324-46.53480380988486j)
(-9.392237967909324+20.52985773627858j),(-36.78688100476269+1.1943751901493584j),(1.8758614483306826-0.5470612885811897j),(28.773539801498472+22.39428229030088j)
(-16.02608671835707+30.268121689170744j),(-10.011115606417771+10.523329683776927j),(10.304424354893644-0.941767613044485j),(33.26731129960868-11.373256864090738j)
(7.0900965120390875+5.242484652047172j),(3.8378714629043027+19.237438772219114j),(16.58548527761176-6.991132378289947j),(36.81938201369717-1.3939298180541524j)
(9.876258817774431-2.3812288609959023j),(37.890027957034576-23.34969075180103j),(33.52045208904658-15.393292018883947j),(21.163997725899154+16.24343459347158j)
(32.97846638250431+1.817100786738143j),(45.13027164045338-41.580900834618724j),(21.234882304657937-33.75133278617423j),(41.8148360318545-26.718808903655983j)
(5.1238847323978725-27.389231110772332j),(33.14108316067373-68.12584666649059j),(38.26641867707359-8.013938188155773j),(12.992810933480456-12.468559845650123j)
(24.068941094100115-38.29796472580105j),(36.9224901937275-45.91822337324321j),(11.674948015659176-35.36141114059323j),(28.22566330393328-13.534391750183488j)
(20.887211117585405-53.168592382246075j),(24.15586591106331-64.64681186477154j),(26.527371334236214-21.92847213153181j),(27.437926705717825-13.579062131179262j)
(9.230855187463463-34.588506454226035j),(4.504136773261173-47.09798485048934j),(39.98235123642848+3.614582217465518j),(34.84048263148367+3.367732939108693j)
(-18.516064431121507-43.25491500024518j),(-12.238567025354172-68.86798757463538j),(27.288340040864426-26.505415381337755j),(26.325627427905697-9.096028176171576j)
(5.887823965722905-50.48925072871605j),(19.526404613578826-71.4292019200258j),(9.05554545032414-22.076737524302317j),(18.294129762603035+8.429954564326305j)
(-16.182999076896728-64.64431564570734j),(-27.53355488885834-71.03094242774213j),(29.104376337036406-34.90122411129694j),(26.67933768714154-0.593030815907456j)
(-17.816798159632935-24.883545503061548j),(-20.45687442919469-50.88358025976902j),(11.440112757050894-10.053348687776193j),(2.380027070543491-28.869949922413667j)
(-21.98843400687338+4.757321134570502j),(-45.57901603617369-22.421448440933503j),(27.862440771249197-19.363869520114388j),(41.449273579908024-23.532172106627666j)
(-22.34823416635963+4.572013351535892j),(-34.98361765654987-6.016825512840121j),(14.082832539325842-15.50220716295315j),(3.7317739771918497-43.9843649855082j)
(-29.189203686136135+0.05552565751554894j),(-26.733652557906467+3.1726550256275026j),(-16.80075448075633-8.433013540510075j),(28.36890647004667-46.32955422317858j)
(-19.431904083479765+1.858356001683477j),(-33.07784778179988-22.688770218216785j),(8.849866455973274-16.68303068126711j),(18.29108781753024-8.290234727501916j)
(-5.854209082152613-12.392320175475803j),(-14.506366364464855-2.9379311745160264j),(-6.9193309010234305+19.998644687567154j),(-36.28735593276917+4.020859064374546j)
(3.9866261358109543+1.2104371526550306j),(-1.0438398643140392-0.21691948077698495j),(8.395834216523207+6.408514878423553j),(7.14024248689643-9.140399217335492j)
(-2.8504933258076486+14.680761530350457j),(27.252411905827337+17.64686621926073j),(7.257525216705491-1.6137486115859245j),(-9.54171278459939+5.776986531616826j)
(17.4719992012898+7.025082272048179j),(23.661152923142016+15.000165249942267j),(-2.120893985575857+35.12136704432611j),(10.143656512083318+37.44435165413431j)
(26.134102568043126-1.8608103765984971j),(48.674639788018716-11.357097277563492j),(42.46807941334798+31.253577307241674j),(9.267996815371928+19.730570265111314j)
(44.76688929487991-16.61919813636448j),(35.8287262336941-44.72987968839889j),(34.548111868195896+28.557432093756834j),(19.963534035186058+33.43061443338869j)
(9.907357101531458-20.04779744308081j),(44.55635666517066-13.969246059765286j),(15.513535915287598+2.793518361124712j),(38.67350608701015+35.32446681081621j)
(-6.546462170560472-56.55214084650526j),(-12.14652348939471-67.61200005995913j),(49.98588560585872+6.682900908292561j),(44.338267997330576+1.042271733634692j)
